span,count,decision,reason
tinham => tinha,1,verified_translate,default_translate_fallback
bebidas coloridas => drinques coloridos,1,verified_translate,default_translate_fallback
das caraibas => do caribe,1,verified_translate,default_translate_fallback
a molhar => molhando,1,verified_translate,matched_manual_progressive_rule
frente ao => para o,1,verified_translate,default_translate_fallback
classificados => colocados,1,verified_translate,default_translate_fallback
garantir => conseguir,1,verified_translate,default_translate_fallback
empresario => empresarios,1,verified_translate,default_translate_fallback
de toda a => da,1,verified_translate,default_translate_fallback
∅ => inteira,1,verified_translate,matched_manual_null_rule
electrodomesticos => eletrodomesticos se,1,verified_translate,default_translate_fallback
numa => de uma,1,verified_translate,matched_gpt_span
a agitacao => o agito,1,verified_translate,default_translate_fallback
subsidios => subvencoes,1,verified_translate,default_translate_fallback
senhoras => lulus,1,verified_translate,default_translate_fallback
sido realizados => se realizado,1,verified_translate,default_translate_fallback
18 anos => idade,1,verified_translate,default_translate_fallback
jogo => cotejo,1,verified_translate,default_translate_fallback
sentou => ∅,1,verified_translate,matched_manual_null_rule
∅ => sentara,1,verified_translate,matched_manual_null_rule
suplentes => reservas,1,verified_translate,default_translate_fallback
foi parar => desabava,1,verified_translate,default_translate_fallback
uma => do,1,verified_translate,default_translate_fallback
pena => ∅,1,verified_translate,matched_manual_null_rule
jovem => moco,1,verified_translate,default_translate_fallback
facadas => punhaladas,1,verified_translate,default_translate_fallback
preso => engaiolado,1,verified_translate,default_translate_fallback
registado => fichado,1,verified_translate,default_translate_fallback
morada => endereco residencial,1,verified_translate,default_translate_fallback
soutien => sutia,1,verified_translate,default_translate_fallback
espetacular => barbaro,1,verified_translate,default_translate_fallback
no totoloto => na loto,1,verified_translate,default_translate_fallback
para uma => pruma,1,verified_translate,default_translate_fallback
pretos => preto,1,verified_translate,default_translate_fallback
para voltar para a => pra retornar pra,1,verified_translate,default_translate_fallback
para que e => pra,1,verified_translate,default_translate_fallback
reboque => guincho,1,verified_translate,default_translate_fallback
desta percentagem => deste percentual,1,verified_translate,default_translate_fallback
em vez => no lugar,1,verified_translate,default_translate_fallback
resultado => placar,1,verified_translate,default_translate_fallback
bifes => files,1,verified_translate,default_translate_fallback
faturacao => faturamento,1,verified_translate,default_translate_fallback
duplicar a sua faturacao => dobrar seu faturamento,1,verified_translate,default_translate_fallback
agencias => agencia,1,verified_translate,default_translate_fallback
editora => gravadora,1,verified_translate,default_translate_fallback
banco central => bc,1,verified_translate,default_translate_fallback
juro registam subida => juros registram alta,1,verified_translate,default_translate_fallback
dolares => dolar,1,verified_translate,default_translate_fallback
registou uma subida => registrou alta,1,verified_translate,default_translate_fallback
expirados => vencidos,1,verified_translate,default_translate_fallback
reutilizassem => reaproveitassem,1,verified_translate,default_translate_fallback
o senhor => seo,1,verified_translate,default_translate_fallback
bajuladores => puxa sacos,1,verified_translate,default_translate_fallback
um biberao => uma mamadeira,1,verified_translate,default_translate_fallback
a comemorar o => comemorando,1,verified_translate,matched_manual_progressive_rule
provenca => provence,1,verified_translate,default_translate_fallback
os agentes da => policiais do,1,verified_translate,default_translate_fallback
incluido => embutido,1,verified_translate,default_translate_fallback
suicidou => ∅,1,verified_translate,matched_manual_null_rule
∅ => matou,1,verified_translate,matched_manual_null_rule
por => algumas,1,verified_translate,default_translate_fallback
direcciona os => direciona,1,verified_translate,default_translate_fallback
∅ => aberto,1,verified_translate,matched_manual_null_rule
aberta => ∅,1,verified_translate,matched_manual_null_rule
ecra colorido => tela colorida,1,verified_translate,default_translate_fallback
referendo => plebiscito,1,verified_translate,default_translate_fallback
uma subida => alta,1,verified_translate,default_translate_fallback
lha => a ele que,1,verified_translate,default_translate_fallback
e ele => ∅,1,verified_translate,matched_manual_null_rule
nos correios => no correio,1,verified_translate,default_translate_fallback
ter vetado => vetou,1,verified_translate,default_translate_fallback
dos correios => do correio,1,verified_translate,default_translate_fallback
transmitiu ao => passou para o,1,verified_translate,default_translate_fallback
da equipa brasileira => do time brasileiro,1,verified_translate,default_translate_fallback
resolvido => sanado,1,verified_translate,default_translate_fallback
jantes => rodas,1,verified_translate,default_translate_fallback
dizem => diz,1,verified_translate,default_translate_fallback
embaracado => sem graca,1,verified_translate,default_translate_fallback
uma boa equipa => um bom time,1,verified_translate,default_translate_fallback
unidos => ∅,1,verified_translate,matched_manual_null_rule
estava a ser => era,1,verified_translate,default_translate_fallback
uma percentagem minima => um percentual minimo,1,verified_translate,default_translate_fallback
remates => chutes,1,verified_translate,default_translate_fallback
na segunda parte => no segundo tempo,1,verified_translate,default_translate_fallback
fundo => capital,1,verified_translate,default_translate_fallback
maneio => giro,1,verified_translate,default_translate_fallback
notas => cedulas,1,verified_translate,default_translate_fallback
equipa => time,1,verified_translate,default_translate_fallback
em campo => na quadra,1,verified_translate,default_translate_fallback
posse => porte,1,verified_translate,default_translate_fallback
raparigas => garotas,1,verified_translate,default_translate_fallback
mundial => copa,1,verified_translate,default_translate_fallback
espanhol a => espanho la,1,verified_translate,default_translate_fallback
dos mundiais => das copas,1,verified_translate,default_translate_fallback
numa zona => em um trecho,1,verified_translate,default_translate_fallback
liga para o => disca,1,verified_translate,default_translate_fallback
sondagem => enquete,1,verified_translate,default_translate_fallback
tera lugar => acontecera,1,verified_translate,default_translate_fallback
violando => ferindo,1,verified_translate,default_translate_fallback
xx ocorre => 20 se da,1,verified_translate,default_translate_fallback
inicio => comecos,1,verified_translate,default_translate_fallback
ultrapassar os => desbordar dos,1,verified_translate,default_translate_fallback
abrangem => compreendem,1,verified_translate,default_translate_fallback
a maneira => ao modo,1,verified_translate,default_translate_fallback
descontamos => a gente desconta,1,verified_translate,default_translate_fallback
havia => tinha,1,verified_translate,default_translate_fallback
temos => a gente tem,1,verified_translate,default_translate_fallback
haver problemas => dar problema,1,verified_translate,default_translate_fallback
abdicar da => abrir mao de,1,verified_translate,default_translate_fallback
se tornaria => viraria,1,verified_translate,default_translate_fallback
gestao adequada => manejo adequado,1,verified_translate,default_translate_fallback
gestoes => gerencias,1,verified_translate,default_translate_fallback
exibicao => cartaz,1,verified_translate,default_translate_fallback
num ecra => numa tela,1,verified_translate,default_translate_fallback
secundario => colegial,1,verified_translate,default_translate_fallback
do arrendamento => da locacao,1,verified_translate,default_translate_fallback
vendido => vendida,1,verified_translate,default_translate_fallback
acordo => acerto,1,verified_translate,default_translate_fallback
revoltaram => ∅,1,verified_translate,matched_manual_null_rule
